duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
68,tcp,smtp,SF,2163,220,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,23,18,0.03,0.01,0.04,0.01,0.83,0.08,0.04,247,143,0.85,0.09,0.09,0.09,0.03,0.04,0.03,0.01
15,udp,https,SF,4157,2727,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,9,25,0.02,0.02,0.02,0.05,0.88,0.04,0.03,188,111,0.9,0.01,0.08,0.04,0.03,0.04,0.0,0.04
85,tcp,http,SF,1646,981,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,17,40,0.04,0.05,0.01,0.03,0.9,0.09,0.09,172,196,0.87,0.06,0.02,0.04,0.05,0.01,0.01,0.04
12,tcp,https,SF,1696,7389,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,6,17,0.03,0.05,0.03,0.04,1.0,0.01,0.04,172,124,0.9,0.07,0.1,0.06,0.05,0.0,0.01,0.02
20,udp,ftp_data,SF,2938,104,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,40,44,0.0,0.02,0.04,0.01,0.83,0.08,0.06,130,140,0.9,0.1,0.01,0.08,0.0,0.03,0.03,0.03
33,tcp,https,SF,1351,6747,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,20,6,0.04,0.04,0.02,0.02,0.87,0.02,0.1,223,170,0.88,0.03,0.08,0.05,0.05,0.02,0.04,0.0
54,udp,http,SF,3200,7108,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,17,32,0.01,0.04,0.02,0.04,0.91,0.05,0.0,244,238,0.89,0.03,0.07,0.02,0.03,0.02,0.02,0.01
8,tcp,https,SF,2753,3827,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,30,8,0.04,0.04,0.01,0.03,0.82,0.03,0.02,252,201,0.94,0.01,0.03,0.08,0.02,0.04,0.01,0.03
49,tcp,smtp,SF,867,7424,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,7,39,0.04,0.02,0.0,0.0,0.98,0.07,0.07,220,170,0.82,0.03,0.06,0.07,0.0,0.03,0.0,0.05
60,udp,smtp,SF,3185,4277,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,7,39,0.0,0.0,0.03,0.03,0.98,0.05,0.09,207,169,0.92,0.06,0.02,0.09,0.04,0.02,0.02,0.03
78,udp,http,SF,2994,3271,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,36,17,0.04,0.02,0.02,0.02,0.81,0.03,0.08,152,135,1.0,0.1,0.0,0.08,0.03,0.03,0.0,0.01
97,tcp,http,SF,1664,3570,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,21,11,0.03,0.03,0.01,0.04,0.95,0.03,0.1,203,248,0.8,0.0,0.1,0.08,0.04,0.02,0.03,0.02
89,udp,https,SF,2882,7336,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,7,49,0.01,0.03,0.01,0.03,0.91,0.05,0.08,200,237,0.95,0.09,0.04,0.05,0.03,0.0,0.02,0.04
67,tcp,ftp_data,SF,3112,5813,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,27,12,0.02,0.01,0.01,0.02,0.97,0.05,0.09,172,245,0.91,0.07,0.01,0.08,0.01,0.0,0.02,0.0
1,udp,https,SF,2419,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,33,0.04,0.01,0.04,0.02,0.96,0.05,0.09,145,226,0.81,0.02,0.03,0.05,0.05,0.03,0.01,0.02
36,tcp,ftp_data,SF,4134,2586,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,34,37,0.04,0.01,0.04,0.03,0.98,0.06,0.03,124,143,0.88,0.09,0.1,0.02,0.0,0.04,0.02,0.02
82,udp,https,SF,2126,3424,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,36,9,0.04,0.01,0.03,0.01,0.87,0.05,0.0,233,184,0.81,0.06,0.02,0.06,0.01,0.02,0.02,0.05
56,tcp,smtp,SF,3930,2349,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,17,41,0.01,0.01,0.02,0.03,0.95,0.03,0.08,157,145,0.96,0.02,0.05,0.06,0.01,0.03,0.02,0.02
99,tcp,ftp_data,SF,1909,932,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,31,1,0.01,0.01,0.0,0.02,0.84,0.06,0.01,100,185,0.96,0.03,0.1,0.05,0.04,0.02,0.03,0.02
89,udp,https,SF,555,5427,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,21,13,0.0,0.01,0.01,0.03,0.99,0.1,0.07,196,195,0.87,0.04,0.01,0.06,0.0,0.05,0.05,0.02
52,tcp,ftp_data,SF,405,3776,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,34,5,0.04,0.0,0.02,0.01,0.83,0.0,0.02,137,190,0.88,0.0,0.03,0.02,0.02,0.04,0.04,0.04
64,udp,smtp,SF,1381,6994,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,16,37,0.0,0.04,0.01,0.01,0.85,0.02,0.03,132,155,0.87,0.05,0.01,0.07,0.03,0.04,0.03,0.01
15,tcp,http,SF,1866,1373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,26,0.02,0.01,0.01,0.04,0.83,0.04,0.0,134,145,0.99,0.08,0.03,0.04,0.01,0.03,0.02,0.03
15,tcp,ftp_data,SF,3965,7178,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,3,39,0.03,0.04,0.03,0.03,0.89,0.08,0.05,106,182,1.0,0.05,0.04,0.04,0.03,0.04,0.02,0.0
10,udp,ftp_data,SF,1642,1107,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,50,3,0.04,0.01,0.03,0.01,0.87,0.08,0.03,214,187,0.99,0.08,0.06,0.05,0.05,0.04,0.02,0.04
82,udp,https,SF,2830,1776,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,22,0.02,0.01,0.02,0.04,0.96,0.03,0.09,189,127,0.96,0.01,0.03,0.08,0.05,0.0,0.03,0.03
82,udp,smtp,SF,1659,4744,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,30,47,0.01,0.04,0.02,0.04,0.88,0.05,0.02,124,219,0.84,0.06,0.04,0.06,0.03,0.03,0.04,0.03
15,udp,https,SF,1936,6384,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,39,16,0.03,0.01,0.03,0.01,0.85,0.06,0.05,176,208,0.85,0.03,0.05,0.03,0.05,0.01,0.01,0.04
74,tcp,http,SF,659,6925,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13,7,0.0,0.01,0.02,0.0,0.99,0.0,0.05,232,136,0.98,0.1,0.05,0.07,0.01,0.04,0.05,0.03
73,tcp,https,SF,1164,5459,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,38,26,0.04,0.03,0.04,0.0,0.97,0.05,0.02,115,146,0.83,0.04,0.02,0.02,0.02,0.02,0.05,0.04
25,tcp,ftp_data,SF,2390,2019,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,21,26,0.01,0.01,0.02,0.02,0.84,0.06,0.07,146,169,0.89,0.1,0.04,0.09,0.01,0.04,0.04,0.0
96,udp,smtp,SF,4790,3705,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,38,27,0.02,0.03,0.03,0.0,0.99,0.05,0.05,229,137,0.81,0.03,0.08,0.02,0.02,0.0,0.02,0.04
2,udp,http,SF,604,4666,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,31,28,0.04,0.03,0.03,0.01,0.86,0.01,0.02,252,168,0.85,0.02,0.04,0.04,0.04,0.02,0.05,0.04
25,tcp,ftp_data,SF,4717,4860,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,25,40,0.02,0.0,0.03,0.0,0.81,0.02,0.02,168,198,0.96,0.01,0.02,0.04,0.04,0.02,0.01,0.02
13,tcp,ftp_data,SF,3997,6653,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,49,36,0.03,0.04,0.04,0.02,0.86,0.0,0.08,137,236,0.84,0.04,0.09,0.05,0.03,0.05,0.03,0.02
81,tcp,https,SF,600,1101,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,16,33,0.04,0.0,0.03,0.03,0.88,0.07,0.05,243,172,0.81,0.08,0.09,0.1,0.02,0.01,0.02,0.03
67,udp,http,SF,2674,2436,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,18,43,0.02,0.03,0.01,0.01,0.91,0.04,0.05,185,118,0.83,0.1,0.04,0.07,0.04,0.05,0.02,0.01
91,tcp,https,SF,4040,4958,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,11,0.04,0.01,0.02,0.01,0.87,0.05,0.1,189,172,0.84,0.06,0.04,0.08,0.01,0.05,0.02,0.04
47,udp,https,SF,261,2081,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,12,49,0.02,0.05,0.01,0.03,0.96,0.01,0.09,236,226,0.96,0.07,0.09,0.09,0.03,0.04,0.03,0.03
31,tcp,ftp_data,SF,616,7305,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,36,28,0.04,0.04,0.05,0.05,0.88,0.06,0.06,144,116,0.94,0.03,0.07,0.09,0.02,0.02,0.02,0.02
94,tcp,https,SF,3991,3034,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,10,11,0.03,0.01,0.02,0.0,0.95,0.01,0.04,224,255,0.86,0.08,0.01,0.03,0.05,0.04,0.04,0.01
12,tcp,http,SF,3525,1099,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,45,0.01,0.01,0.01,0.02,0.82,0.09,0.01,242,165,0.91,0.09,0.1,0.1,0.05,0.05,0.02,0.01
15,tcp,ftp_data,SF,1661,6922,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,27,21,0.05,0.01,0.02,0.02,0.98,0.09,0.06,110,216,0.95,0.04,0.09,0.06,0.03,0.05,0.03,0.01
37,tcp,https,SF,867,952,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,39,42,0.02,0.04,0.01,0.02,0.9,0.05,0.03,203,249,1.0,0.02,0.06,0.04,0.01,0.02,0.0,0.02
2,tcp,https,SF,3118,7602,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,9,7,0.0,0.02,0.03,0.02,0.95,0.06,0.05,171,148,0.93,0.0,0.05,0.05,0.01,0.0,0.03,0.05
45,tcp,smtp,SF,3828,704,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,2,27,0.04,0.03,0.02,0.04,0.83,0.1,0.09,175,234,0.92,0.08,0.03,0.0,0.0,0.02,0.04,0.04
31,tcp,smtp,SF,886,4101,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,50,9,0.04,0.01,0.01,0.02,0.88,0.09,0.06,134,175,0.83,0.06,0.04,0.09,0.01,0.01,0.03,0.01
46,udp,ftp_data,SF,632,3606,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,9,8,0.0,0.01,0.02,0.03,0.9,0.0,0.0,185,132,0.83,0.01,0.07,0.01,0.02,0.03,0.02,0.04
65,tcp,http,SF,4977,6358,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,10,31,0.0,0.03,0.03,0.0,0.88,0.01,0.07,197,162,0.87,0.07,0.05,0.07,0.03,0.05,0.04,0.04
32,udp,http,SF,3322,1145,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,4,8,0.0,0.01,0.04,0.02,0.91,0.01,0.04,230,184,0.9,0.0,0.1,0.08,0.02,0.03,0.04,0.04
83,tcp,smtp,SF,4113,2056,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,8,1,0.04,0.04,0.02,0.04,0.89,0.01,0.01,127,150,0.96,0.03,0.05,0.02,0.01,0.02,0.05,0.02
17,tcp,https,SF,631,4150,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,11,34,0.01,0.01,0.03,0.0,0.81,0.05,0.0,192,204,0.94,0.09,0.09,0.08,0.02,0.04,0.03,0.03
67,udp,http,SF,3442,2370,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,15,45,0.04,0.01,0.05,0.01,0.92,0.07,0.04,195,134,0.85,0.09,0.07,0.05,0.03,0.01,0.01,0.0
50,tcp,http,SF,4777,4800,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,39,48,0.03,0.04,0.02,0.0,0.91,0.04,0.01,217,118,0.99,0.0,0.0,0.08,0.01,0.0,0.01,0.05
83,udp,http,SF,2513,523,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,48,38,0.05,0.01,0.04,0.01,0.94,0.01,0.02,181,148,0.94,0.02,0.04,0.02,0.04,0.0,0.05,0.04
6,tcp,ftp_data,SF,1158,6036,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,32,21,0.02,0.01,0.01,0.01,0.92,0.05,0.1,176,127,0.96,0.09,0.08,0.05,0.04,0.01,0.03,0.03
96,udp,https,SF,3977,2611,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,29,6,0.04,0.02,0.04,0.02,0.9,0.07,0.02,111,163,0.81,0.09,0.05,0.05,0.01,0.03,0.05,0.0
47,tcp,https,SF,1177,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0.01,0.01,0.01,0.0,0.92,0.04,0.06,221,134,1.0,0.09,0.04,0.09,0.02,0.04,0.03,0.03
13,udp,https,SF,1851,7910,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,37,0.03,0.04,0.02,0.05,0.84,0.04,0.05,103,195,0.82,0.09,0.04,0.03,0.04,0.0,0.04,0.01
57,tcp,http,SF,4362,7466,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,3,33,0.01,0.05,0.01,0.03,0.88,0.1,0.09,184,226,0.81,0.07,0.07,0.07,0.03,0.01,0.03,0.03
73,udp,http,SF,2864,4248,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,44,32,0.01,0.03,0.01,0.02,0.94,0.0,0.09,101,103,0.89,0.0,0.04,0.04,0.02,0.02,0.03,0.02
39,udp,smtp,SF,2508,1310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,15,0.01,0.04,0.05,0.03,0.98,0.02,0.06,227,185,0.89,0.03,0.01,0.06,0.04,0.01,0.01,0.02
52,udp,smtp,SF,988,4747,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,14,32,0.03,0.04,0.02,0.01,0.8,0.04,0.03,119,188,0.99,0.01,0.06,0.07,0.05,0.02,0.04,0.01
9,udp,https,SF,2697,6476,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,11,30,0.04,0.01,0.04,0.02,0.84,0.02,0.05,167,130,0.83,0.0,0.06,0.08,0.0,0.03,0.02,0.04
44,tcp,ftp_data,SF,2302,1677,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,29,30,0.02,0.02,0.0,0.03,0.91,0.05,0.05,116,216,0.97,0.04,0.04,0.09,0.01,0.03,0.05,0.01
38,udp,https,SF,1321,6587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,6,0.01,0.01,0.01,0.04,0.94,0.06,0.01,253,135,0.93,0.05,0.05,0.04,0.05,0.04,0.0,0.03
16,tcp,smtp,SF,172,5836,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,11,0.01,0.02,0.01,0.03,0.93,0.01,0.02,217,150,0.91,0.07,0.09,0.07,0.03,0.0,0.02,0.03
35,tcp,ftp_data,SF,2088,6343,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,47,17,0.05,0.02,0.05,0.03,0.93,0.04,0.04,200,221,1.0,0.04,0.09,0.09,0.03,0.02,0.04,0.0
51,udp,http,SF,1820,3485,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,32,31,0.04,0.04,0.02,0.0,0.93,0.04,0.07,142,252,0.96,0.04,0.1,0.1,0.03,0.02,0.02,0.02
27,tcp,https,SF,3341,7094,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,24,7,0.02,0.04,0.05,0.01,0.82,0.09,0.04,169,125,0.92,0.08,0.07,0.05,0.0,0.04,0.04,0.03
16,tcp,smtp,SF,3154,6722,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,16,22,0.05,0.05,0.03,0.0,0.81,0.09,0.02,209,225,0.95,0.05,0.03,0.07,0.01,0.05,0.01,0.02
76,tcp,https,SF,1446,3264,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,30,0.03,0.01,0.03,0.02,0.82,0.01,0.03,188,227,0.92,0.07,0.1,0.09,0.04,0.01,0.0,0.01
40,udp,smtp,SF,240,6100,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,43,33,0.04,0.03,0.02,0.02,0.93,0.04,0.03,219,151,0.81,0.0,0.09,0.1,0.02,0.01,0.04,0.05
51,udp,smtp,SF,172,7801,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,43,46,0.0,0.04,0.02,0.0,0.88,0.01,0.1,187,211,0.88,0.06,0.09,0.05,0.04,0.04,0.02,0.02
95,tcp,http,SF,1802,3124,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,44,32,0.01,0.04,0.03,0.02,0.84,0.01,0.02,111,183,0.96,0.02,0.07,0.09,0.04,0.02,0.04,0.0
15,tcp,ftp_data,SF,4668,3105,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,25,7,0.03,0.04,0.03,0.03,0.82,0.06,0.05,111,186,0.93,0.06,0.03,0.07,0.05,0.03,0.04,0.0
20,tcp,ftp_data,SF,2630,2400,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,5,22,0.01,0.04,0.02,0.01,0.82,0.07,0.08,181,114,0.89,0.03,0.05,0.02,0.02,0.01,0.03,0.04
93,tcp,ftp_data,SF,2954,3207,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,17,29,0.02,0.01,0.05,0.02,0.9,0.04,0.01,180,111,0.94,0.01,0.01,0.08,0.02,0.01,0.01,0.04
31,tcp,smtp,SF,3968,3128,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,31,8,0.02,0.04,0.04,0.02,0.8,0.07,0.08,182,206,1.0,0.04,0.05,0.03,0.03,0.02,0.03,0.04
76,tcp,http,SF,1086,2799,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,7,40,0.02,0.05,0.01,0.01,0.94,0.08,0.06,209,178,0.81,0.08,0.02,0.04,0.02,0.05,0.03,0.04
97,tcp,http,SF,4924,995,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,20,48,0.02,0.0,0.02,0.02,0.85,0.05,0.01,202,218,0.99,0.07,0.08,0.03,0.03,0.01,0.0,0.02
6,tcp,http,SF,516,4787,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,27,8,0.03,0.02,0.03,0.04,0.82,0.02,0.04,155,125,0.83,0.03,0.04,0.04,0.01,0.04,0.02,0.0
58,tcp,http,SF,4472,7859,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,36,48,0.03,0.02,0.03,0.0,0.94,0.05,0.05,180,239,0.92,0.06,0.08,0.02,0.05,0.02,0.04,0.01
88,udp,https,SF,489,4657,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,7,44,0.0,0.02,0.01,0.05,1.0,0.01,0.09,179,244,0.98,0.06,0.04,0.02,0.0,0.03,0.04,0.01
30,tcp,smtp,SF,4271,4861,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,35,29,0.05,0.04,0.04,0.02,0.96,0.08,0.06,203,183,0.8,0.02,0.02,0.03,0.02,0.0,0.04,0.01
20,tcp,ftp_data,SF,4088,6238,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,47,45,0.0,0.02,0.01,0.02,0.83,0.06,0.09,197,203,0.94,0.01,0.06,0.06,0.04,0.01,0.02,0.02
25,udp,http,SF,3838,4059,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,37,41,0.02,0.04,0.0,0.02,0.91,0.02,0.05,230,139,0.92,0.04,0.02,0.05,0.03,0.03,0.02,0.03
21,tcp,http,SF,1294,7809,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,7,8,0.04,0.02,0.03,0.04,0.99,0.06,0.08,105,122,0.93,0.09,0.05,0.01,0.03,0.02,0.0,0.04
6,udp,https,SF,3358,5227,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,46,18,0.04,0.03,0.02,0.02,0.83,0.06,0.04,184,136,0.99,0.1,0.03,0.08,0.05,0.02,0.01,0.05
22,tcp,http,SF,1061,3429,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,28,40,0.02,0.04,0.02,0.03,0.84,0.07,0.03,151,213,0.88,0.07,0.03,0.07,0.0,0.03,0.03,0.02
