duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,19,0.97,0.92,0.0,0.0,0.12,0.15,0.0,236,19,0.05,0.08,0.05,0.0,0.96,0.99,0.0,0.0
65,tcp,ftp_data,SF,2642,1056,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,43,20,0.02,0.02,0.04,0.0,0.81,0.09,0.04,133,120,0.93,0.06,0.06,0.02,0.0,0.02,0.05,0.03
58,udp,http,SF,3465,2861,0,0,0,2,0,1,0,0,0,0,1,0,2,0,0,0,15,39,0.03,0.0,0.03,0.02,0.88,0.0,0.03,103,177,0.86,0.07,0.09,0.03,0.02,0.02,0.04,0.03
57,udp,smtp,SF,2891,7643,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,12,30,0.01,0.05,0.01,0.05,0.86,0.05,0.02,115,113,0.89,0.02,0.05,0.1,0.04,0.05,0.02,0.01
20,udp,https,SF,801,6133,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,44,21,0.01,0.02,0.04,0.04,0.81,0.08,0.07,200,254,0.89,0.0,0.07,0.09,0.0,0.0,0.04,0.03
5,tcp,https,SF,4612,6423,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,36,12,0.04,0.04,0.04,0.01,0.99,0.0,0.02,144,127,0.99,0.06,0.02,0.03,0.02,0.03,0.02,0.05
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,20,0.96,0.95,0.0,0.0,0.14,0.15,0.0,236,12,0.1,0.06,0.04,0.0,0.97,0.96,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,7,0.0,0.0,0.86,0.92,0.03,0.58,0.7,214,21,0.01,0.47,0.02,0.81,0.0,0.0,0.9,0.94
61,tcp,smtp,SF,3834,5826,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,20,22,0.01,0.05,0.04,0.02,0.93,0.04,0.0,146,132,0.98,0.04,0.03,0.01,0.01,0.03,0.03,0.04
76,tcp,https,SF,2866,2078,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4,23,0.02,0.01,0.01,0.02,0.88,0.08,0.09,149,108,0.98,0.01,0.05,0.05,0.02,0.03,0.0,0.03
1,tcp,ssh,SF,124,236,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,44,10,0.0,0.0,0.04,0.14,0.84,0.03,0.18,163,127,0.71,0.09,0.63,0.03,0.0,0.0,0.13,0.16
63,tcp,smtp,SF,4097,7652,0,0,0,2,0,1,0,0,0,0,2,0,3,0,0,0,43,49,0.04,0.04,0.01,0.0,0.85,0.1,0.07,139,140,0.91,0.07,0.08,0.1,0.03,0.04,0.01,0.01
57,tcp,ftp_data,SF,3620,3446,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,45,0.05,0.04,0.03,0.01,0.9,0.01,0.03,181,121,0.82,0.05,0.01,0.04,0.03,0.02,0.03,0.03
27,udp,http,SF,3231,5605,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,45,46,0.02,0.0,0.03,0.03,0.94,0.05,0.01,161,242,0.8,0.0,0.06,0.05,0.02,0.01,0.04,0.05
11,udp,smtp,SF,3811,5128,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,28,0.01,0.05,0.03,0.03,0.88,0.08,0.08,172,164,0.83,0.04,0.06,0.07,0.02,0.0,0.02,0.02
61,tcp,http,SF,2039,834,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,24,41,0.01,0.04,0.0,0.01,0.89,0.0,0.08,180,243,0.88,0.03,0.02,0.04,0.0,0.04,0.01,0.02
2,tcp,ftp_data,SF,1335,3295,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,16,22,0.0,0.01,0.01,0.02,0.86,0.07,0.1,243,207,0.99,0.01,0.04,0.1,0.04,0.03,0.02,0.04
2,udp,smtp,SF,2159,1484,0,0,0,2,0,1,0,0,0,0,2,0,1,0,0,0,23,22,0.03,0.0,0.02,0.01,0.96,0.03,0.09,219,176,0.85,0.0,0.07,0.01,0.02,0.02,0.05,0.01
46,udp,smtp,SF,1113,2963,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,32,18,0.03,0.04,0.01,0.02,0.95,0.03,0.1,108,200,0.82,0.06,0.05,0.09,0.03,0.01,0.02,0.02
8,tcp,ssh,SF,117,267,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,14,16,0.0,0.0,0.18,0.18,0.72,0.1,0.19,187,123,0.87,0.1,0.69,0.1,0.0,0.0,0.0,0.08
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,7,0.94,0.99,0.0,0.0,0.09,0.12,0.0,222,20,0.14,0.1,0.05,0.0,0.9,0.94,0.0,0.0
49,tcp,smtp,SF,4687,7884,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,22,11,0.02,0.04,0.02,0.01,0.97,0.03,0.03,101,231,0.96,0.07,0.02,0.04,0.05,0.02,0.02,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0.0,0.0,0.96,0.87,0.03,0.54,0.76,221,5,0.06,0.46,0.04,0.81,0.0,0.0,0.93,0.82
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,0.0,0.0,0.91,0.95,0.02,0.6,0.86,203,15,0.05,0.46,0.05,0.98,0.0,0.0,1.0,0.84
57,udp,smtp,SF,630,4203,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,40,19,0.03,0.03,0.04,0.05,0.93,0.09,0.04,155,134,0.91,0.06,0.03,0.08,0.02,0.01,0.02,0.05
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,14,0.92,0.95,0.0,0.0,0.06,0.07,0.0,245,8,0.12,0.09,0.02,0.0,0.98,0.92,0.0,0.0
4,tcp,ftp_data,SF,3536,2394,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,23,28,0.03,0.04,0.02,0.0,0.99,0.09,0.04,190,102,0.88,0.01,0.08,0.07,0.04,0.05,0.0,0.03
38,tcp,https,SF,1979,3157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,37,0.05,0.01,0.0,0.02,0.9,0.03,0.1,139,134,0.89,0.09,0.05,0.03,0.04,0.01,0.04,0.04
36,tcp,smtp,SF,4135,5949,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,15,0.01,0.03,0.02,0.04,0.87,0.09,0.05,151,150,0.86,0.08,0.09,0.06,0.04,0.01,0.0,0.03
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,15,0.0,0.0,0.85,0.88,0.08,0.44,0.56,237,15,0.09,0.43,0.02,0.92,0.0,0.0,0.97,0.93
74,tcp,https,SF,511,6252,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,39,10,0.02,0.03,0.02,0.02,0.99,0.04,0.02,144,177,0.97,0.05,0.03,0.08,0.0,0.01,0.04,0.05
23,tcp,ftp_data,SF,4448,5202,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,41,7,0.03,0.01,0.03,0.03,0.84,0.04,0.04,198,131,0.98,0.03,0.08,0.02,0.02,0.03,0.03,0.01
10,tcp,ssh,SF,98,82,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,35,14,0.0,0.0,0.13,0.02,0.84,0.02,0.15,181,69,0.78,0.07,0.5,0.04,0.0,0.0,0.02,0.04
98,tcp,ftp_data,SF,4107,169,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,24,0.01,0.0,0.01,0.01,0.97,0.03,0.07,230,249,0.9,0.08,0.04,0.07,0.04,0.03,0.05,0.01
86,tcp,http,SF,125,1340,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,15,0.0,0.02,0.01,0.04,0.94,0.0,0.06,247,158,0.84,0.05,0.09,0.04,0.04,0.04,0.04,0.01
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416,10,0.98,0.9,0.0,0.0,0.06,0.11,0.0,206,15,0.15,0.08,0.01,0.0,0.9,0.95,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15,0.0,0.0,0.9,0.91,0.0,0.49,0.54,223,15,0.0,0.34,0.05,0.87,0.0,0.0,0.96,0.99
14,udp,ftp_data,SF,3766,1529,0,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,37,40,0.03,0.02,0.0,0.04,0.96,0.05,0.07,162,201,0.88,0.01,0.02,0.09,0.03,0.03,0.03,0.0
0,udp,https,SF,2146,4658,0,0,0,1,0,1,0,0,0,0,1,0,3,0,0,0,43,35,0.01,0.03,0.01,0.03,0.86,0.06,0.05,154,137,0.99,0.01,0.1,0.03,0.02,0.01,0.04,0.04
67,tcp,http,SF,402,985,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,41,10,0.02,0.01,0.0,0.0,0.98,0.01,0.07,173,206,0.83,0.05,0.07,0.01,0.0,0.02,0.03,0.04
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,18,0.0,0.0,0.97,0.81,0.08,0.46,0.76,221,10,0.09,0.44,0.0,0.99,0.0,0.0,0.92,0.93
15,tcp,https,SF,2278,3506,0,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,17,44,0.02,0.05,0.04,0.04,0.95,0.01,0.02,194,236,0.88,0.09,0.01,0.05,0.03,0.02,0.02,0.04
43,tcp,smtp,SF,4033,125,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,43,20,0.02,0.03,0.05,0.01,0.9,0.01,0.1,244,230,0.98,0.07,0.09,0.08,0.02,0.02,0.01,0.05
28,tcp,smtp,SF,2150,7333,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,13,48,0.02,0.02,0.05,0.01,0.91,0.1,0.01,171,168,0.91,0.02,0.0,0.02,0.01,0.01,0.02,0.04
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,11,0.91,0.94,0.0,0.0,0.1,0.12,0.0,217,8,0.08,0.06,0.03,0.0,0.93,0.99,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0.0,0.0,0.82,0.93,0.04,0.45,0.55,241,6,0.03,0.36,0.02,0.84,0.0,0.0,0.86,0.93
21,udp,http,SF,1484,1459,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,18,14,0.02,0.04,0.01,0.02,0.97,0.06,0.03,107,127,0.93,0.0,0.04,0.01,0.05,0.04,0.03,0.01
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,19,1.0,0.99,0.0,0.0,0.12,0.11,0.0,226,18,0.15,0.05,0.02,0.0,1.0,0.92,0.0,0.0
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0.0,0.0,0.97,0.92,0.02,0.59,0.62,225,22,0.02,0.32,0.04,0.99,0.0,0.0,0.87,0.9
11,udp,http,SF,1544,4508,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,13,40,0.01,0.03,0.05,0.01,0.81,0.05,0.02,157,181,0.83,0.07,0.08,0.1,0.0,0.04,0.01,0.04
26,tcp,smtp,SF,3281,7280,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,50,20,0.03,0.01,0.03,0.02,0.91,0.06,0.07,228,218,0.88,0.08,0.02,0.04,0.02,0.03,0.02,0.03
56,udp,smtp,SF,4772,4493,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,0,20,37,0.05,0.01,0.0,0.01,1.0,0.01,0.08,158,255,0.95,0.05,0.03,0.03,0.0,0.03,0.04,0.03
2,udp,https,SF,3691,4990,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,30,19,0.0,0.01,0.05,0.01,0.9,0.07,0.1,232,203,0.92,0.01,0.09,0.05,0.02,0.01,0.0,0.03
5,tcp,ssh,SF,178,140,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,29,23,0.0,0.0,0.07,0.07,0.77,0.06,0.04,69,64,0.77,0.06,0.64,0.02,0.0,0.0,0.15,0.09
88,udp,https,SF,4792,4514,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,29,11,0.0,0.0,0.0,0.01,0.82,0.08,0.03,249,231,0.98,0.09,0.09,0.01,0.02,0.0,0.02,0.01
28,udp,https,SF,1898,7285,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,1,35,0.04,0.03,0.04,0.02,0.93,0.01,0.03,171,215,0.92,0.03,0.07,0.08,0.0,0.01,0.01,0.04
31,udp,smtp,SF,2752,913,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,21,21,0.03,0.04,0.04,0.05,0.9,0.09,0.1,145,229,0.81,0.02,0.0,0.1,0.01,0.02,0.03,0.01
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,17,0.96,0.92,0.0,0.0,0.07,0.14,0.0,211,8,0.14,0.06,0.04,0.0,0.91,0.99,0.0,0.0
6,udp,https,SF,2593,2739,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,10,8,0.04,0.03,0.0,0.03,0.87,0.08,0.03,232,166,0.99,0.02,0.08,0.06,0.02,0.01,0.04,0.01
71,udp,https,SF,4574,4999,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,18,0.01,0.02,0.05,0.04,0.86,0.04,0.08,206,126,0.91,0.06,0.06,0.09,0.0,0.05,0.0,0.0
4,tcp,ssh,SF,132,74,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,20,13,0.0,0.0,0.1,0.05,0.99,0.03,0.17,52,167,0.87,0.07,0.69,0.07,0.0,0.0,0.16,0.13
50,tcp,smtp,SF,1987,636,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,6,28,0.01,0.02,0.03,0.02,0.84,0.08,0.08,108,227,0.87,0.01,0.06,0.01,0.03,0.03,0.02,0.04
92,tcp,https,SF,1727,4887,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,41,26,0.01,0.03,0.03,0.04,0.87,0.07,0.04,105,134,0.96,0.01,0.1,0.02,0.04,0.01,0.03,0.0
73,udp,smtp,SF,1431,641,0,0,0,1,0,0,0,0,0,0,2,0,3,0,0,0,1,13,0.03,0.04,0.03,0.04,0.83,0.04,0.07,106,226,0.84,0.02,0.1,0.06,0.03,0.04,0.05,0.03
37,tcp,http,SF,2629,4187,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,23,9,0.01,0.05,0.02,0.01,0.88,0.1,0.04,142,144,0.97,0.01,0.08,0.0,0.02,0.03,0.04,0.03
92,udp,ftp_data,SF,107,5872,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,3,45,0.02,0.04,0.03,0.01,0.86,0.03,0.02,140,132,0.85,0.04,0.04,0.09,0.03,0.04,0.01,0.04
97,tcp,https,SF,1698,7367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,31,0.02,0.03,0.03,0.0,0.88,0.07,0.03,144,101,0.91,0.0,0.04,0.05,0.01,0.05,0.02,0.05
60,udp,https,SF,2055,7487,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,33,0.04,0.01,0.02,0.05,0.89,0.06,0.07,254,231,0.96,0.1,0.1,0.02,0.01,0.02,0.04,0.02
38,udp,https,SF,1866,1006,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,37,37,0.04,0.01,0.01,0.03,0.92,0.09,0.06,109,122,0.93,0.08,0.03,0.0,0.02,0.03,0.01,0.05
7,tcp,ssh,SF,257,132,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,41,21,0.0,0.0,0.14,0.09,0.81,0.05,0.12,81,149,0.7,0.1,0.8,0.03,0.0,0.0,0.04,0.19
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,0.0,0.0,0.98,0.81,0.01,0.49,0.84,224,27,0.04,0.48,0.0,0.96,0.0,0.0,0.97,0.83
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,17,0.0,0.0,0.86,0.83,0.01,0.59,0.78,213,8,0.09,0.36,0.05,0.56,0.0,0.0,0.97,0.87
14,udp,https,SF,4269,7557,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,3,43,0.03,0.04,0.02,0.03,0.91,0.08,0.02,210,118,0.97,0.07,0.02,0.03,0.04,0.05,0.04,0.0
53,udp,https,SF,781,7259,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,26,9,0.03,0.01,0.02,0.02,0.82,0.04,0.01,128,184,0.87,0.0,0.04,0.07,0.01,0.04,0.03,0.02
39,udp,ftp_data,SF,780,7792,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,44,21,0.02,0.05,0.03,0.03,0.96,0.02,0.1,239,178,0.82,0.02,0.04,0.06,0.05,0.01,0.03,0.04
65,tcp,ftp_data,SF,204,3153,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,35,44,0.04,0.03,0.01,0.03,0.86,0.0,0.07,221,128,0.98,0.02,0.03,0.06,0.01,0.01,0.02,0.02
14,udp,smtp,SF,1074,1984,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,22,20,0.03,0.02,0.01,0.02,0.87,0.07,0.04,247,176,0.82,0.09,0.07,0.05,0.04,0.0,0.02,0.02
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,13,0.98,0.9,0.0,0.0,0.06,0.1,0.0,238,12,0.06,0.09,0.01,0.0,0.93,0.95,0.0,0.0
47,udp,smtp,SF,4841,7585,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,12,1,0.02,0.03,0.03,0.04,0.97,0.05,0.05,252,224,0.85,0.1,0.04,0.04,0.05,0.01,0.02,0.05
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,18,0.91,0.99,0.0,0.0,0.05,0.13,0.0,202,19,0.09,0.05,0.03,0.0,0.96,0.96,0.0,0.0
10,udp,smtp,SF,246,3995,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,12,0.01,0.05,0.03,0.04,0.83,0.09,0.06,250,242,0.92,0.08,0.02,0.03,0.03,0.05,0.03,0.0
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,9,0.98,1.0,0.0,0.0,0.05,0.11,0.0,220,10,0.07,0.06,0.05,0.0,0.93,0.91,0.0,0.0
24,tcp,https,SF,1341,3629,0,0,0,2,0,1,0,0,0,0,2,0,2,0,0,0,48,27,0.01,0.04,0.02,0.04,0.98,0.0,0.0,182,151,0.92,0.1,0.02,0.08,0.02,0.01,0.02,0.05
2,udp,http,SF,4850,7085,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,7,34,0.02,0.03,0.03,0.04,0.93,0.03,0.06,246,208,0.98,0.08,0.04,0.08,0.04,0.02,0.02,0.02
11,tcp,https,SF,632,1708,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,29,0.01,0.02,0.03,0.01,0.81,0.08,0.01,119,157,0.98,0.05,0.05,0.01,0.03,0.0,0.03,0.04
66,udp,https,SF,1788,1145,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,13,36,0.03,0.03,0.02,0.05,0.8,0.03,0.07,106,193,0.87,0.02,0.05,0.05,0.04,0.04,0.02,0.03
0,tcp,private,S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,16,0.96,0.95,0.0,0.0,0.13,0.08,0.0,204,9,0.06,0.1,0.03,0.0,0.92,0.97,0.0,0.0
7,tcp,ftp_data,SF,258,1007,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,6,30,0.05,0.03,0.01,0.04,0.92,0.01,0.03,166,111,0.92,0.06,0.01,0.1,0.03,0.04,0.03,0.04
10,tcp,ftp_data,SF,2858,2708,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,47,32,0.03,0.04,0.01,0.04,0.93,0.1,0.05,184,225,0.97,0.07,0.02,0.09,0.04,0.02,0.03,0.01
15,tcp,ftp_data,SF,1101,5985,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,35,9,0.02,0.0,0.02,0.01,0.84,0.06,0.08,252,145,0.94,0.03,0.02,0.07,0.03,0.05,0.03,0.02
0,udp,http,SF,1235,459,0,0,0,1,0,1,0,0,0,0,2,0,3,0,0,0,28,42,0.05,0.01,0.01,0.01,0.81,0.03,0.03,146,183,0.88,0.09,0.04,0.05,0.03,0.04,0.01,0.02
54,tcp,https,SF,1901,4420,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,30,0.03,0.01,0.04,0.04,0.93,0.09,0.07,254,237,1.0,0.0,0.02,0.09,0.0,0.04,0.02,0.03
29,udp,ftp_data,SF,2249,5438,0,0,0,2,0,0,0,0,0,0,2,0,3,0,0,0,7,11,0.02,0.01,0.01,0.04,0.97,0.05,0.01,183,232,0.92,0.1,0.09,0.09,0.05,0.05,0.02,0.05
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,8,0.0,0.0,0.85,0.86,0.09,0.41,0.95,220,10,0.03,0.33,0.04,0.99,0.0,0.0,0.84,0.86
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0.0,0.0,0.9,0.85,0.01,0.57,0.81,240,24,0.09,0.48,0.02,0.79,0.0,0.0,0.86,0.92
17,udp,http,SF,4862,6904,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,7,30,0.03,0.04,0.01,0.02,0.82,0.01,0.05,221,164,0.98,0.07,0.1,0.07,0.03,0.02,0.05,0.01
85,udp,ftp_data,SF,4849,2482,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,42,48,0.04,0.02,0.05,0.01,0.92,0.05,0.09,164,132,0.94,0.07,0.02,0.04,0.0,0.04,0.02,0.02
0,tcp,private,REJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,13,0.0,0.0,1.0,0.9,0.02,0.6,0.71,250,21,0.01,0.46,0.01,0.91,0.0,0.0,0.85,1.0
17,tcp,https,SF,2451,105,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,1,38,0.03,0.0,0.03,0.05,0.99,0.08,0.06,116,196,0.97,0.04,0.06,0.01,0.0,0.02,0.03,0.03
1,udp,https,SF,3867,4233,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,21,28,0.02,0.04,0.04,0.03,0.85,0.1,0.07,237,220,0.84,0.02,0.05,0.0,0.04,0.01,0.05,0.03
33,udp,https,SF,3086,7123,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,21,12,0.04,0.04,0.05,0.02,0.94,0.09,0.09,159,238,0.94,0.04,0.03,0.07,0.01,0.0,0.01,0.02
30,udp,ftp_data,SF,121,2914,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,32,21,0.01,0.04,0.03,0.04,0.96,0.0,0.06,128,212,0.85,0.0,0.04,0.04,0.0,0.03,0.04,0.01
56,udp,https,SF,2424,5264,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,39,15,0.0,0.03,0.03,0.01,0.99,0.03,0.09,190,190,0.85,0.06,0.02,0.07,0.03,0.04,0.04,0.04
80,udp,https,SF,4285,336,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,30,15,0.02,0.01,0.04,0.01,0.83,0.1,0.06,253,221,0.81,0.02,0.03,0.07,0.05,0.01,0.03,0.03
